imProving Agent	https://spokekp.healthdatascience.cloud/api/v1.2/meta_knowledge_graph	biolink:Protein	biolink:interacts_with	biolink:Protein	infores:spoke	biolink:qualifiers
imProving Agent	https://spokekp.healthdatascience.cloud/api/v1.2/meta_knowledge_graph	biolink:Protein	biolink:interacts_with	biolink:Protein	infores:spoke	biolink:has_evidence
imProving Agent	https://spokekp.healthdatascience.cloud/api/v1.2/meta_knowledge_graph	biolink:Protein	biolink:interacts_with	biolink:Protein	infores:spoke	biolink:has_evidence
imProving Agent	https://spokekp.healthdatascience.cloud/api/v1.2/meta_knowledge_graph	biolink:Protein	biolink:interacts_with	biolink:Protein	infores:spoke	biolink:has_evidence
imProving Agent	https://spokekp.healthdatascience.cloud/api/v1.2/meta_knowledge_graph	biolink:Protein	biolink:interacts_with	biolink:Protein	infores:spoke	biolink:name
imProving Agent	https://spokekp.healthdatascience.cloud/api/v1.2/meta_knowledge_graph	biolink:Protein	biolink:interacts_with	biolink:Protein	infores:spoke	biolink:has_evidence
imProving Agent	https://spokekp.healthdatascience.cloud/api/v1.2/meta_knowledge_graph	biolink:Protein	biolink:interacts_with	biolink:Protein	infores:spoke	biolink:provided_by
imProving Agent	https://spokekp.healthdatascience.cloud/api/v1.2/meta_knowledge_graph	biolink:Protein	biolink:interacts_with	biolink:Protein	infores:string	biolink:has_evidence
imProving Agent	https://spokekp.healthdatascience.cloud/api/v1.2/meta_knowledge_graph	biolink:Protein	biolink:interacts_with	biolink:Protein	infores:string	biolink:has_evidence
imProving Agent	https://spokekp.healthdatascience.cloud/api/v1.2/meta_knowledge_graph	biolink:Protein	biolink:interacts_with	biolink:Protein	infores:string	biolink:has_evidence
imProving Agent	https://spokekp.healthdatascience.cloud/api/v1.2/meta_knowledge_graph	biolink:Protein	biolink:interacts_with	biolink:Protein	infores:string	biolink:has_evidence
imProving Agent	https://spokekp.healthdatascience.cloud/api/v1.2/meta_knowledge_graph	biolink:Protein	biolink:interacts_with	biolink:Protein	infores:string	biolink:has_evidence
imProving Agent	https://spokekp.healthdatascience.cloud/api/v1.2/meta_knowledge_graph	biolink:Protein	biolink:interacts_with	biolink:Protein	infores:string	biolink:has_evidence
imProving Agent	https://spokekp.healthdatascience.cloud/api/v1.2/meta_knowledge_graph	biolink:Protein	biolink:interacts_with	biolink:Protein	infores:string	biolink:has_evidence
imProving Agent	https://spokekp.healthdatascience.cloud/api/v1.2/meta_knowledge_graph	biolink:Protein	biolink:interacts_with	biolink:Protein	infores:string	biolink:has_evidence
imProving Agent	https://spokekp.healthdatascience.cloud/api/v1.2/meta_knowledge_graph	biolink:Protein	biolink:interacts_with	biolink:Protein	infores:string	biolink:has_evidence
imProving Agent	https://spokekp.healthdatascience.cloud/api/v1.2/meta_knowledge_graph	biolink:Protein	biolink:interacts_with	biolink:Protein	infores:spoke	biolink:provided_by
